property_type,sector,bedRoom,bathroom,balcony,floorNum,facing,agePossession,built_up_area,study room,servant room,pooja room,luxury_score,furnish_score,floor_category,price
house,rampally,2.0,2.0,1,2.0,Not Available,New Property,1314.0,0.0,0.0,0.0,7.0,0.0,Low Floor,0.85
house,hyder nagar,1.0,1.0,0,1.0,Not Available,Moderately Old,44.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.1
house,kapra,2.0,4.0,2,2.0,West,New Property,3200.0,0.0,0.0,1.0,39.0,0.0,Low Floor,1.85
house,aminpur,4.0,4.0,2,2.0,East,New Property,2600.0,0.0,0.0,1.0,14.0,0.0,Low Floor,1.65
house,aminpur,3.0,3.0,1,2.0,West,New Property,1350.0,1.0,0.0,0.0,119.0,35.0,Low Floor,1.6
house,badangpet,3.0,3.0,2,2.0,Not Available,New Property,1800.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.23
house,chikkadapally,4.0,4.0,3+,2.0,North,Moderately Old,1647.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.85
house,nizampet,3.0,3.0,1,2.0,West,Old Property,963.0,0.0,0.0,0.0,23.0,0.0,Low Floor,1.15
house,old alwal,2.0,2.0,1,1.0,South,Old Property,1200.0,1.0,0.0,1.0,22.0,0.0,Low Floor,2.5
house,balanagar,2.0,2.0,2,2.0,South,Old Property,1044.0,0.0,0.0,0.0,0.0,5.0,Low Floor,1.35
house,beeramguda,5.0,6.0,3,3.0,East,New Property,6500.0,0.0,1.0,0.0,72.0,0.0,Mid Floor,2.75
house,kukatpally,2.0,5.0,2,2.0,West,Relatively New,1215.0,0.0,0.0,0.0,7.0,0.0,Low Floor,1.75
house,saidabad,3.0,3.0,0,1.0,Not Available,Moderately Old,2000.0,0.0,0.0,0.0,0.0,0.0,Low Floor,2.25
house,new malakpet,2.0,6.0,2,3.0,Not Available,Moderately Old,12000.0,0.0,1.0,1.0,46.0,48.0,Mid Floor,12.0
house,attapur,2.0,2.0,0,1.0,West,Old Property,1062.0,0.0,0.0,1.0,7.0,0.0,Low Floor,1.1
house,kompally,5.0,6.0,2,3.0,East,Under Construction,4300.0,0.0,0.0,0.0,87.0,0.0,Mid Floor,4.75
house,mokila,3.0,4.0,3,2.0,West,New Property,2550.0,0.0,0.0,1.0,94.0,0.0,Low Floor,3.8
house,alwal,3.0,3.0,3,2.0,South,Moderately Old,1224.0,1.0,0.0,1.0,47.0,12.0,Low Floor,1.3
house,chandrayangutta,3.0,2.0,1,1.0,Not Available,Old Property,2106.0,0.0,0.0,0.0,32.0,15.0,Low Floor,1.21
house,ramakrishnapuram,3.0,2.0,1,2.0,Not Available,Old Property,2400.0,0.0,0.0,0.0,0.0,13.0,Low Floor,2.5
house,turkayamjal,4.0,4.0,1,2.0,Not Available,Relatively New,2600.0,0.0,0.0,0.0,0.0,22.0,Low Floor,1.35
house,tukkuguda,3.0,3.0,2,2.0,Not Available,New Property,2250.0,0.0,0.0,0.0,0.0,0.0,Low Floor,3.1
house,dr as rao nagar,4.0,3.0,1,2.0,West,Old Property,2800.0,0.0,0.0,1.0,109.0,14.0,Low Floor,2.5
house,kollur,4.0,4.0,1,3.0,East,Under Construction,3888.0,1.0,1.0,1.0,116.0,0.0,Mid Floor,3.8
house,alwal,3.0,2.0,1,2.0,Not Available,Old Property,1611.0,0.0,0.0,0.0,14.0,0.0,Low Floor,1.35
house,meerpet,2.0,2.0,3,1.0,East,Old Property,1485.0,0.0,0.0,0.0,14.0,0.0,Low Floor,1.0
house,mallampet,3.0,3.0,2,2.0,West,Relatively New,1650.0,0.0,0.0,1.0,194.0,41.0,Low Floor,1.85
house,appa junction,4.0,4.0,1,2.0,West,Relatively New,4950.0,1.0,1.0,0.0,59.0,0.0,Low Floor,7.0
house,krishna reddy pet,3.0,3.0,2,2.0,Not Available,Moderately Old,1540.0,0.0,0.0,0.0,0.0,3.0,Low Floor,1.4
house,vanasthalipuram,2.0,6.0,2,2.0,East,New Property,1197.0,0.0,0.0,1.0,39.0,0.0,Low Floor,1.35
house,west marredpally,6.0,6.0,2,2.0,East,Old Property,5229.0,0.0,0.0,0.0,7.0,0.0,Low Floor,8.13
house,kompally,4.0,4.0,2,2.0,East,Relatively New,3300.0,0.0,0.0,1.0,47.0,25.0,Low Floor,2.5
house,new bowenpally,2.0,2.0,2,1.0,North-East,Old Property,2054.0,0.0,0.0,0.0,0.0,11.0,Low Floor,3.3
house,hayathnagar,4.0,4.0,2,2.0,North,New Property,162.0,0.0,0.0,1.0,7.0,24.0,Low Floor,1.35
house,chandanagar,3.0,4.0,1,2.0,East,Moderately Old,2835.0,0.0,1.0,1.0,80.0,18.0,Low Floor,4.8
house,narapally,2.0,2.0,2,1.0,Not Available,Under Construction,2500.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.94
house,anand bagh,1.0,5.0,3+,4.0,West,Old Property,127.0,0.0,1.0,1.0,63.0,8.0,Mid Floor,2.3
house,kondapur,5.0,4.0,2,3.0,East,Moderately Old,4450.0,0.0,0.0,0.0,23.0,36.0,Mid Floor,6.25
house,jeedimetla,4.0,5.0,3+,3.0,West,Relatively New,3000.0,0.0,0.0,1.0,30.0,172.0,Mid Floor,2.85
house,beeramguda,4.0,8.0,3+,3.0,South-West,Moderately Old,1200.0,0.0,1.0,0.0,15.0,0.0,Mid Floor,1.65
house,yapral,4.0,4.0,3,2.0,South,Old Property,2844.0,0.0,1.0,0.0,51.0,0.0,Low Floor,2.7
house,alkapoor township,4.0,3.0,2,2.0,East,Moderately Old,1835.0,1.0,1.0,0.0,99.0,91.0,Low Floor,3.2
house,gowdavalli,4.0,5.0,2,3.0,West,New Property,3000.0,0.0,0.0,1.0,56.0,0.0,Mid Floor,2.4
house,peerzadiguda,2.0,4.0,2,2.0,North-East,Old Property,2994.0,0.0,0.0,0.0,7.0,0.0,Low Floor,1.25
house,old bowenpally,2.0,5.0,3,3.0,South,New Property,3200.0,0.0,0.0,0.0,48.0,1.0,Mid Floor,1.85
house,muthangi,2.0,2.0,1,2.0,North,New Property,880.0,0.0,0.0,0.0,7.0,0.0,Low Floor,0.83
house,rampally,3.0,4.0,1,2.0,East,Under Construction,1800.0,0.0,0.0,0.0,70.0,0.0,Low Floor,1.5
house,laxmiguda,2.0,5.0,2,2.0,East,New Property,1800.0,0.0,0.0,1.0,0.0,1.0,Low Floor,0.95
house,alwal,1.0,2.0,1,2.0,East,New Property,105.0,1.0,1.0,1.0,22.0,0.0,Low Floor,1.1
house,chandanagar,5.0,10.0,3+,2.0,West,Old Property,5467.4,1.0,0.0,1.0,115.0,42.0,Low Floor,4.5
house,kompally,4.0,5.0,2,2.0,North-West,Moderately Old,1962.0,0.0,0.0,0.0,165.0,32.0,Low Floor,3.2
house,turkayamjal,4.0,4.0,1,1.0,East,New Property,1170.0,1.0,1.0,1.0,62.0,0.0,Low Floor,1.1
house,mokila,5.0,5.0,3+,3.0,Not Available,New Property,6600.0,0.0,1.0,0.0,7.0,0.0,Mid Floor,10.0
house,kompally,5.0,5.0,2,2.0,Not Available,New Property,2500.0,0.0,0.0,0.0,0.0,0.0,Low Floor,2.2
house,meerpet,4.0,4.0,2,2.0,West,Moderately Old,2700.0,0.0,0.0,1.0,0.0,0.0,Low Floor,1.25
house,attapur,5.0,20.0,3+,5.0,Not Available,Moderately Old,2160.0,0.0,0.0,0.0,24.0,0.0,Mid Floor,5.95
house,old alwal,2.0,6.0,3+,3.0,West,New Property,477.77,0.0,0.0,1.0,25.0,0.0,Mid Floor,2.4
house,dr as rao nagar,6.0,6.0,3+,4.0,West,New Property,4250.0,0.0,0.0,0.0,33.0,1.0,Mid Floor,2.4
house,keesara,2.0,2.0,2,1.0,East,New Property,1080.0,0.0,0.0,1.0,30.0,0.0,Low Floor,0.6
house,east maruti nagar,4.0,4.0,1,2.0,Not Available,Old Property,1575.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.75
house,boduppal,3.0,3.0,1,1.0,East,New Property,1656.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.5
house,annojiguda,4.0,3.0,1,2.0,East,Moderately Old,2574.0,0.0,0.0,0.0,73.0,5.0,Low Floor,2.25
house,narapally,5.0,6.0,2,2.0,North-East,New Property,1800.0,1.0,0.0,1.0,62.0,0.0,Low Floor,2.0
house,gundlapochampalli,3.0,4.0,3,1.0,West,Moderately Old,2000.0,1.0,0.0,1.0,59.0,3.0,Low Floor,1.68
house,kompally,4.0,4.0,2,3.0,East,Relatively New,2142.0,0.0,0.0,1.0,50.0,15.0,Mid Floor,4.0
house,kowkur,4.0,4.0,2,2.0,North,New Property,1332.0,0.0,0.0,0.0,24.0,0.0,Low Floor,1.18
house,mokila,3.0,3.0,1,2.0,East,New Property,2780.0,1.0,0.0,0.0,59.0,3.0,Low Floor,2.38
house,muthangi,2.0,5.0,2,2.0,North,New Property,2800.0,0.0,0.0,1.0,28.0,0.0,Low Floor,1.09
house,kowkur,1.0,4.0,2,5.0,West,New Property,170.0,1.0,0.0,1.0,22.0,0.0,Mid Floor,1.6
house,nadargul,2.0,2.0,1,1.0,East,New Property,1350.0,0.0,0.0,1.0,23.0,0.0,Low Floor,0.75
house,sainathapuram,2.0,4.0,3,2.0,West,Old Property,2600.0,0.0,0.0,0.0,22.0,0.0,Low Floor,0.95
house,kundanpally,2.0,2.0,1,1.0,East,New Property,1197.0,1.0,0.0,1.0,119.0,3.0,Low Floor,0.7
house,kokapet,4.0,4.0,2,3.0,East,Relatively New,5070.0,1.0,1.0,1.0,212.0,74.0,Mid Floor,16.0
house,manchirevula village,2.0,5.0,2,2.0,West,Relatively New,2800.0,0.0,1.0,1.0,105.0,1.0,Low Floor,4.48
house,manchirevula village,2.0,5.0,2,2.0,North-East,Relatively New,3697.0,0.0,1.0,1.0,72.0,1.0,Low Floor,5.92
house,manchirevula village,2.0,5.0,2,2.0,North-East,Relatively New,3700.0,1.0,1.0,1.0,105.0,1.0,Low Floor,5.92
house,osman nagar,4.0,5.0,2,1.0,East,Relatively New,5165.0,0.0,1.0,1.0,105.0,1.0,Low Floor,8.2
house,osman nagar,4.0,5.0,2,1.0,North-East,Relatively New,5165.0,0.0,1.0,1.0,112.0,1.0,Low Floor,8.3
house,sun city,4.0,4.0,1,3.0,East,Relatively New,3602.0,1.0,0.0,1.0,43.0,0.0,Mid Floor,4.52
house,tellapur,5.0,5.0,1,3.0,West,New Property,4050.0,1.0,1.0,1.0,59.0,0.0,Mid Floor,8.35
house,mokila,3.0,4.0,3,1.0,North-East,Relatively New,2550.0,0.0,0.0,1.0,133.0,0.0,Low Floor,3.94
house,mokila,3.0,4.0,3,1.0,East,Relatively New,2550.0,0.0,0.0,1.0,141.0,49.0,Low Floor,3.41
house,mokila,5.0,6.0,3,1.0,North-East,Relatively New,4800.0,0.0,1.0,0.0,111.0,23.0,Low Floor,8.41
house,velimela,3.0,3.0,1,3.0,East,New Property,2800.0,0.0,0.0,0.0,20.0,0.0,Mid Floor,2.1
house,tellapur,4.0,5.0,2,3.0,East,New Property,4660.0,1.0,1.0,1.0,50.0,0.0,Mid Floor,7.99
house,pati,4.0,3.0,2,2.0,West,Relatively New,5400.0,0.0,0.0,1.0,50.0,0.0,Low Floor,6.0
house,dammaiguda,2.0,5.0,3,3.0,East,Relatively New,1440.0,0.0,0.0,1.0,7.0,0.0,Mid Floor,1.85
house,dammaiguda,2.0,5.0,3,3.0,East,Relatively New,1440.0,0.0,0.0,1.0,15.0,0.0,Mid Floor,1.7
house,rampally,2.0,8.0,3,3.0,East,Relatively New,1197.0,0.0,0.0,1.0,15.0,0.0,Mid Floor,1.25
house,kollur,4.0,4.0,3,3.0,West,Relatively New,3580.0,0.0,0.0,1.0,59.0,0.0,Mid Floor,4.3
house,kollur,4.0,4.0,3,3.0,East,Relatively New,4200.0,1.0,1.0,1.0,0.0,0.0,Mid Floor,4.3
house,krishna reddy pet,4.0,4.0,3,3.0,East,Relatively New,2765.0,1.0,1.0,1.0,59.0,0.0,Mid Floor,1.42
house,beeramguda,4.0,5.0,2,3.0,East,Relatively New,2700.0,1.0,1.0,1.0,59.0,0.0,Mid Floor,1.5
house,beeramguda,4.0,4.0,3,3.0,East,Relatively New,1800.0,1.0,1.0,1.0,59.0,0.0,Mid Floor,1.87
house,kompally,5.0,5.0,2,2.0,West,New Property,3651.0,1.0,1.0,1.0,100.0,0.0,Low Floor,1.82
house,kompally,5.0,5.0,2,2.0,East,New Property,3650.0,1.0,1.0,1.0,125.0,0.0,Low Floor,1.82
house,osmannagar,5.0,4.0,2,2.0,East,Relatively New,2650.0,1.0,1.0,1.0,59.0,0.0,Low Floor,2.6
house,kollur,4.0,4.0,2,3.0,East,Relatively New,2250.0,1.0,1.0,1.0,59.0,15.0,Mid Floor,2.35
house,kowkur,4.0,4.0,2,2.0,West,New Property,1494.0,0.0,0.0,1.0,7.0,0.0,Low Floor,1.2
house,kowkur,3.0,3.0,2,2.0,West,New Property,1503.0,0.0,0.0,1.0,29.0,0.0,Low Floor,1.63
house,kowkur,4.0,4.0,1,2.0,West,New Property,3300.0,0.0,0.0,0.0,14.0,0.0,Low Floor,2.3
house,tellapur,4.0,4.0,3+,2.0,East,New Property,5420.0,1.0,1.0,1.0,132.0,0.0,Low Floor,8.2
house,gachibowli,4.0,4.0,3,2.0,West,Relatively New,4222.0,1.0,1.0,1.0,132.0,0.0,Low Floor,6.5
house,nallagandla,4.0,4.0,3,2.0,East,Relatively New,4222.0,1.0,1.0,1.0,141.0,0.0,Low Floor,6.5
house,kismathpur,4.0,4.0,3,2.0,East,Relatively New,4013.0,1.0,1.0,1.0,146.0,0.0,Low Floor,6.02
house,mokila,4.0,4.0,2,2.0,South,Relatively New,3296.0,0.0,0.0,0.0,59.0,0.0,Low Floor,3.3
house,mokila,4.0,4.0,2,2.0,West,Relatively New,3500.0,0.0,0.0,0.0,59.0,0.0,Low Floor,3.55
house,mokila,4.0,4.0,2,2.0,North,Relatively New,3196.0,0.0,0.0,0.0,59.0,0.0,Low Floor,3.2
house,mokila,4.0,4.0,2,2.0,West,Relatively New,3196.0,0.0,0.0,0.0,59.0,0.0,Low Floor,3.2
house,kokapet,4.0,4.0,3,2.0,East,New Property,4222.0,1.0,1.0,1.0,149.0,0.0,Low Floor,6.5
house,mokila,4.0,4.0,2,2.0,West,Relatively New,3800.0,0.0,0.0,0.0,59.0,0.0,Low Floor,3.8
house,mokila,4.0,4.0,2,2.0,West,Relatively New,3466.0,0.0,0.0,0.0,59.0,0.0,Low Floor,3.48
house,kismathpur,4.0,4.0,2,2.0,West,Relatively New,3400.0,0.0,0.0,0.0,59.0,0.0,Low Floor,5.1
house,mokila,4.0,4.0,2,2.0,West,Relatively New,3296.0,0.0,0.0,0.0,59.0,0.0,Low Floor,3.3
house,mokila,4.0,4.0,1,2.0,East,Relatively New,2700.0,1.0,1.0,1.0,50.0,0.0,Low Floor,3.55
house,osman nagar,4.0,4.0,3,2.0,East,Relatively New,4222.0,1.0,1.0,1.0,142.0,0.0,Low Floor,6.45
house,gandhamguda,3.0,3.0,1,1.0,West,Relatively New,145.0,1.0,0.0,1.0,6.0,4.0,Low Floor,1.25
house,peeranchuruvu,3.0,3.0,2,1.0,East,Relatively New,2350.0,1.0,0.0,1.0,6.0,0.0,Low Floor,2.99
house,mokila,3.0,3.0,2,1.0,East,New Property,2384.0,1.0,1.0,1.0,59.0,0.0,Low Floor,2.07
house,kismathpur,4.0,4.0,1,1.0,South-West,New Property,150.0,0.0,0.0,1.0,14.0,0.0,Low Floor,1.65
house,kismathpur,4.0,4.0,2,1.0,North,New Property,140.0,0.0,0.0,1.0,7.0,0.0,Low Floor,1.45
house,gachibowli,4.0,4.0,2,3.0,East,Relatively New,2880.0,1.0,1.0,1.0,59.0,2.0,Mid Floor,7.5
house,kokapet,4.0,4.0,2,2.0,East,Relatively New,3150.0,1.0,1.0,1.0,59.0,5.0,Low Floor,10.0
house,adibatla,2.0,2.0,1,2.0,East,New Property,1972.0,1.0,1.0,1.0,59.0,0.0,Low Floor,1.08
house,kompally,2.0,4.0,2,2.0,East,Relatively New,220.0,0.0,0.0,1.0,23.0,0.0,Low Floor,2.0
house,adibatla,2.0,2.0,1,3.0,East,New Property,200.0,1.0,1.0,1.0,59.0,0.0,Mid Floor,2.08
house,west marredpally,3.0,3.0,2,2.0,Not Available,Old Property,135.0,1.0,1.0,1.0,146.0,12.0,Low Floor,1.49
house,narsingi,4.0,5.0,3,2.0,West,Relatively New,4500.0,1.0,1.0,1.0,126.0,0.0,Low Floor,9.0
house,medchal,3.0,3.0,2,2.0,Not Available,New Property,1503.0,0.0,0.0,1.0,15.0,0.0,Low Floor,0.7
house,kokapet,4.0,4.0,2,3.0,West,Relatively New,5500.0,1.0,1.0,1.0,212.0,56.0,Mid Floor,10.5
house,mokila,3.0,3.0,1,2.0,North-East,New Property,2750.0,1.0,1.0,1.0,59.0,11.0,Low Floor,2.3
house,mokila,3.0,2.0,2,2.0,East,New Property,2380.0,1.0,1.0,1.0,29.0,15.0,Low Floor,1.9
house,mokila,3.0,2.0,2,2.0,North-East,New Property,2600.0,1.0,1.0,1.0,29.0,12.0,Low Floor,2.0
house,mokila,3.0,3.0,1,2.0,East,New Property,2700.0,0.0,0.0,0.0,15.0,0.0,Low Floor,3.7
house,mokila,3.0,3.0,1,2.0,West,Relatively New,2250.0,0.0,0.0,1.0,59.0,19.0,Low Floor,3.5
house,tellapur,2.0,5.0,1,3.0,West,New Property,4055.0,0.0,0.0,1.0,59.0,0.0,Mid Floor,6.5
house,gachibowli,6.0,6.0,3,3.0,East,Moderately Old,4300.0,1.0,0.0,0.0,38.0,6.0,Mid Floor,5.51
house,nadargul,4.0,4.0,2,2.0,East,Relatively New,1503.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.4
house,mokila,3.0,4.0,2,2.0,West,Relatively New,2550.0,0.0,0.0,1.0,43.0,0.0,Low Floor,3.02
house,mokila,2.0,4.0,1,2.0,East,Relatively New,3500.0,0.0,0.0,0.0,29.0,0.0,Low Floor,2.98
house,mokila,3.0,4.0,2,2.0,West,Relatively New,2550.0,0.0,0.0,1.0,43.0,0.0,Low Floor,3.3
house,mokila,4.0,4.0,2,2.0,East,Relatively New,2925.0,0.0,0.0,1.0,36.0,0.0,Low Floor,3.25
house,mokila,3.0,4.0,2,2.0,East,Relatively New,2550.0,0.0,0.0,1.0,43.0,0.0,Low Floor,3.25
house,kollur,4.0,4.0,2,3.0,East,Relatively New,4398.0,0.0,0.0,0.0,7.0,0.0,Mid Floor,5.71
house,tellapur,4.0,4.0,2,3.0,North-West,Relatively New,4398.0,0.0,0.0,0.0,7.0,0.0,Mid Floor,5.49
house,kollur,4.0,4.0,2,3.0,West,Relatively New,2321.0,0.0,0.0,0.0,7.0,0.0,Mid Floor,2.79
house,osman nagar,4.0,4.0,2,3.0,East,Relatively New,4398.0,0.0,0.0,0.0,7.0,0.0,Mid Floor,5.28
house,gachibowli,4.0,5.0,2,3.0,West,Relatively New,3900.0,1.0,1.0,1.0,37.0,0.0,Mid Floor,7.5
house,medchal,2.0,3.0,1,1.0,East,New Property,1100.0,0.0,0.0,0.0,14.0,0.0,Low Floor,0.66
house,beeramguda,3.0,3.0,2,2.0,Not Available,New Property,1440.0,0.0,0.0,1.0,24.0,0.0,Low Floor,1.75
house,mehdipatnam,5.0,5.0,3,2.0,East,Old Property,5200.0,0.0,1.0,1.0,52.0,40.0,Low Floor,6.5
house,muthangi,3.0,2.0,1,1.0,North-East,Relatively New,990.0,0.0,0.0,0.0,29.0,0.0,Low Floor,0.95
house,velimela,3.0,3.0,2,2.0,East,Relatively New,2300.0,0.0,0.0,0.0,51.0,0.0,Low Floor,2.59
house,gandipet,4.0,5.0,3,2.0,East,Relatively New,7400.0,1.0,1.0,1.0,52.0,0.0,Low Floor,26.0
house,kondapur,4.0,4.0,2,3.0,East,Moderately Old,3100.0,0.0,1.0,1.0,43.0,45.0,Mid Floor,9.0
house,tellapur,4.0,4.0,2,3.0,West,Relatively New,3223.0,0.0,0.0,1.0,21.0,0.0,Mid Floor,5.3
house,tellapur,3.0,4.0,2,2.0,East,Relatively New,2016.0,1.0,0.0,1.0,49.0,0.0,Low Floor,3.98
house,gachibowli,3.0,4.0,2,2.0,West,Relatively New,3399.0,1.0,0.0,1.0,57.0,0.0,Low Floor,3.98
house,gundlapochampalli,3.0,3.0,2,1.0,West,Moderately Old,1440.0,0.0,0.0,0.0,35.0,13.0,Low Floor,1.7
house,dammaiguda,5.0,5.0,3,3.0,South-West,Relatively New,1800.0,0.0,0.0,1.0,14.0,0.0,Mid Floor,2.1
house,dammaiguda,3.0,3.0,2,2.0,West,Relatively New,1485.0,0.0,0.0,1.0,7.0,7.0,Low Floor,1.5
house,kompally,4.0,4.0,2,3.0,West,New Property,2115.0,0.0,0.0,0.0,59.0,0.0,Mid Floor,4.4
house,kompally,4.0,4.0,2,3.0,West,New Property,3300.0,0.0,0.0,0.0,59.0,34.0,Mid Floor,4.5
house,kompally,4.0,4.0,2,3.0,West,New Property,3300.0,0.0,0.0,0.0,44.0,36.0,Mid Floor,4.4
house,gachibowli,4.0,4.0,1,2.0,East,Relatively New,4800.0,1.0,1.0,1.0,118.0,54.0,Low Floor,7.0
house,dammaiguda,2.0,6.0,3,3.0,North,Relatively New,1656.0,0.0,0.0,1.0,14.0,0.0,Mid Floor,2.1
house,mokila,3.0,3.0,2,2.0,East,Relatively New,2780.0,0.0,0.0,0.0,59.0,0.0,Low Floor,2.36
house,mokila,3.0,3.0,2,2.0,East,Relatively New,3629.0,0.0,0.0,0.0,50.0,0.0,Low Floor,3.08
house,mokila,3.0,3.0,2,2.0,East,Relatively New,2459.0,0.0,0.0,0.0,23.0,0.0,Low Floor,2.09
house,mokila,3.0,3.0,2,2.0,East,Relatively New,2581.0,0.0,0.0,0.0,59.0,0.0,Low Floor,2.2
house,mokila,3.0,3.0,1,2.0,East,Relatively New,2370.0,0.0,0.0,0.0,23.0,0.0,Low Floor,2.01
house,mokila,4.0,3.0,2,2.0,East,Relatively New,4354.0,0.0,0.0,0.0,59.0,0.0,Low Floor,3.7
house,mokila,3.0,3.0,2,2.0,East,Relatively New,3730.0,0.0,0.0,0.0,50.0,0.0,Low Floor,3.17
house,mokila,3.0,3.0,2,2.0,East,Relatively New,3548.0,0.0,0.0,0.0,59.0,0.0,Low Floor,3.02
house,mokila,3.0,3.0,2,2.0,East,Relatively New,2346.0,0.0,0.0,0.0,23.0,0.0,Low Floor,1.99
house,mokila,3.0,3.0,1,2.0,East,New Property,2384.0,1.0,0.0,1.0,110.0,0.0,Low Floor,2.03
house,mokila,3.0,3.0,2,2.0,West,Relatively New,2384.0,0.0,0.0,0.0,59.0,0.0,Low Floor,2.03
house,kollur,3.0,3.0,1,2.0,East,Relatively New,2384.0,1.0,0.0,0.0,104.0,0.0,Low Floor,2.03
house,mokila,3.0,3.0,1,2.0,West,Relatively New,2384.0,1.0,0.0,0.0,134.0,0.0,Low Floor,2.03
house,mokila,3.0,4.0,2,2.0,East,Relatively New,1854.0,0.0,0.0,1.0,59.0,0.0,Low Floor,2.47
house,tellapur,4.0,5.0,2,3.0,West,Relatively New,3416.0,1.0,1.0,1.0,59.0,0.0,Mid Floor,4.5
house,mokila,3.0,3.0,2,2.0,East,Relatively New,3548.0,0.0,0.0,0.0,7.0,0.0,Low Floor,3.02
house,mokila,3.0,3.0,2,3.0,East,Relatively New,2354.0,0.0,0.0,0.0,7.0,0.0,Mid Floor,2.0
house,mokila,3.0,3.0,2,2.0,East,Relatively New,3629.0,0.0,0.0,0.0,7.0,0.0,Low Floor,3.08
house,mokila,3.0,3.0,2,2.0,East,Relatively New,2581.0,0.0,0.0,0.0,7.0,0.0,Low Floor,2.19
house,mokila,3.0,3.0,2,2.0,East,Relatively New,2459.0,0.0,0.0,0.0,7.0,0.0,Low Floor,2.09
house,mokila,3.0,3.0,2,2.0,East,Relatively New,2346.0,0.0,0.0,0.0,7.0,0.0,Low Floor,1.99
house,mokila,3.0,3.0,2,2.0,East,Relatively New,2370.0,0.0,0.0,0.0,59.0,0.0,Low Floor,2.01
house,mokila,3.0,3.0,2,2.0,East,Relatively New,2571.0,0.0,0.0,0.0,7.0,0.0,Low Floor,2.19
house,mokila,3.0,3.0,2,2.0,East,Relatively New,3627.0,0.0,0.0,0.0,23.0,0.0,Low Floor,3.08
house,mokila,3.0,3.0,2,2.0,West,Relatively New,3396.0,0.0,0.0,0.0,23.0,0.0,Low Floor,2.89
house,mokila,3.0,3.0,2,2.0,East,Relatively New,3730.0,0.0,0.0,0.0,7.0,0.0,Low Floor,3.17
house,mokila,3.0,3.0,2,2.0,West,Relatively New,3346.0,0.0,0.0,0.0,23.0,0.0,Low Floor,2.84
house,mokila,3.0,3.0,2,2.0,West,Relatively New,4354.0,0.0,0.0,0.0,23.0,0.0,Low Floor,3.7
house,mokila,3.0,3.0,2,2.0,East,Relatively New,3629.0,0.0,0.0,0.0,15.0,0.0,Low Floor,3.08
house,mokila,3.0,3.0,2,2.0,East,Relatively New,2384.0,0.0,0.0,0.0,15.0,0.0,Low Floor,2.03
house,mokila,3.0,3.0,2,2.0,East,Relatively New,2384.0,0.0,0.0,0.0,23.0,0.0,Low Floor,2.03
house,alwal,4.0,4.0,2,2.0,West,Relatively New,1539.0,0.0,0.0,1.0,7.0,0.0,Low Floor,1.7
house,rampally,2.0,4.0,2,2.0,East,Relatively New,1233.0,0.0,0.0,1.0,7.0,0.0,Low Floor,1.15
house,alwal,3.0,3.0,2,2.0,West,Relatively New,1350.0,0.0,0.0,1.0,7.0,0.0,Low Floor,1.37
house,mokila,3.0,3.0,1,2.0,East,New Property,3284.0,1.0,0.0,0.0,103.0,0.0,Low Floor,2.03
house,mokila,3.0,3.0,1,2.0,East,Relatively New,2780.0,1.0,0.0,1.0,157.0,0.0,Low Floor,2.36
house,mokila,3.0,3.0,1,2.0,East,Relatively New,2780.0,1.0,0.0,1.0,101.0,0.0,Low Floor,2.36
house,alwal,4.0,4.0,2,2.0,West,Relatively New,1395.0,0.0,0.0,1.0,14.0,0.0,Low Floor,1.4
house,rampally,3.0,3.0,2,2.0,West,Relatively New,1413.0,0.0,0.0,1.0,14.0,0.0,Low Floor,1.15
house,mokila,3.0,3.0,2,2.0,West,Relatively New,2200.0,0.0,0.0,0.0,23.0,0.0,Low Floor,2.37
house,mokila,3.0,3.0,2,2.0,West,Relatively New,2384.0,0.0,0.0,0.0,23.0,0.0,Low Floor,2.04
house,mokila,3.0,3.0,2,2.0,West,Relatively New,2780.0,0.0,0.0,0.0,43.0,0.0,Low Floor,2.39
house,mokila,3.0,3.0,2,2.0,West,Relatively New,2384.0,0.0,0.0,0.0,50.0,0.0,Low Floor,2.03
house,mokila,3.0,3.0,2,2.0,North-West,Relatively New,2300.0,0.0,0.0,0.0,23.0,0.0,Low Floor,2.38
house,mokila,3.0,3.0,2,2.0,East,Relatively New,2000.0,0.0,0.0,0.0,23.0,0.0,Low Floor,2.03
house,mokila,3.0,3.0,1,2.0,East,Relatively New,1602.0,1.0,0.0,1.0,133.0,5.0,Low Floor,2.04
house,mokila,3.0,3.0,1,2.0,East,Relatively New,2380.0,1.0,0.0,1.0,135.0,3.0,Low Floor,2.05
house,alwal,3.0,3.0,2,2.0,North,Relatively New,900.0,0.0,0.0,1.0,7.0,0.0,Low Floor,1.05
house,mokila,3.0,3.0,1,2.0,East,Relatively New,2384.0,0.0,0.0,1.0,121.0,0.0,Low Floor,2.03
house,mokila,3.0,3.0,2,2.0,East,New Property,2384.0,0.0,0.0,1.0,149.0,0.0,Low Floor,2.03
house,rampally,2.0,8.0,3,3.0,North-East,Relatively New,1197.0,0.0,0.0,1.0,14.0,0.0,Mid Floor,1.35
