property_type,sector,bedRoom,bathroom,balcony,floorNum,facing,agePossession,built_up_area,study room,servant room,pooja room,luxury_score,furnish_score,floor_category,price
flat,tarnaka,1.0,2.0,2,5.0,East,Old Property,1100.0,0.0,0.0,0.0,52.0,0.0,Mid Floor,0.39
flat,manikonda,3.0,3.0,2,4.0,East,Relatively New,1574.0,0.0,0.0,1.0,48.0,29.0,Mid Floor,1.4
flat,bachupally,3.0,2.0,2,3.0,Not Available,Moderately Old,1480.0,0.0,0.0,1.0,31.0,12.0,Mid Floor,0.69
flat,chandanagar,3.0,2.0,2,2.0,North,Relatively New,1495.0,0.0,0.0,0.0,39.0,13.0,Low Floor,0.99
flat,kapra,2.0,2.0,2,3.0,Not Available,Moderately Old,750.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,0.28
flat,mallampet,2.0,2.0,2,5.0,West,New Property,1220.0,0.0,0.0,0.0,58.0,0.0,Mid Floor,0.6
flat,miyapur,2.0,2.0,2,5.0,West,Moderately Old,1150.0,0.0,0.0,0.0,37.0,6.0,Mid Floor,0.78
flat,jntu,3.0,3.0,3,3.0,Not Available,Under Construction,1605.0,1.0,1.0,1.0,0.0,0.0,Mid Floor,0.72
flat,nizampet,3.0,3.0,1,1.0,East,Relatively New,1530.0,0.0,0.0,0.0,87.0,13.0,Low Floor,0.84
flat,kowkur,2.0,2.0,1,4.0,East,New Property,1100.0,0.0,0.0,0.0,43.0,11.0,Mid Floor,0.52
flat,madhapur,2.0,2.0,1,4.0,Not Available,Relatively New,1165.0,0.0,0.0,0.0,15.0,3.0,Mid Floor,1.2
flat,kompally,2.0,2.0,2,2.0,East,Moderately Old,1143.0,0.0,0.0,1.0,37.0,0.0,Low Floor,0.59
flat,pocharam,3.0,3.0,2,6.0,Not Available,Moderately Old,1455.0,0.0,0.0,0.0,42.0,45.0,Mid Floor,0.6
flat,puppalaguda,3.0,3.0,1,11.0,East,Under Construction,1950.0,0.0,0.0,1.0,58.0,3.0,High Floor,1.5
flat,nagole,2.0,2.0,1,3.0,East,Old Property,920.0,0.0,0.0,1.0,13.0,0.0,Mid Floor,0.4
flat,begumpet,2.0,2.0,1,5.0,West,Old Property,1100.0,0.0,0.0,0.0,16.0,20.0,Mid Floor,0.72
flat,kondapur,2.0,2.0,2,2.0,West,Relatively New,1086.0,0.0,0.0,0.0,44.0,13.0,Low Floor,0.9
flat,ameerpet,2.0,2.0,2,4.0,North-East,Old Property,825.0,0.0,0.0,0.0,22.0,0.0,Mid Floor,0.48
flat,badangpet,1.0,1.0,1,3.0,West,Moderately Old,476.0,0.0,0.0,0.0,21.0,0.0,Mid Floor,0.2
flat,hi tech city,2.0,2.0,1,30.0,Not Available,Relatively New,1210.0,0.0,0.0,1.0,48.0,0.0,High Floor,1.23
flat,narsingi,2.0,2.0,3,4.0,Not Available,New Property,1370.0,0.0,0.0,0.0,52.0,0.0,Mid Floor,1.03
flat,nallagandla,3.0,3.0,2,5.0,East,Old Property,1896.0,0.0,0.0,1.0,76.0,98.0,Mid Floor,1.2
flat,nallagandla,3.0,3.0,1,0.0,West,Moderately Old,1500.0,0.0,0.0,0.0,179.0,16.0,Low Floor,1.7
flat,appa junction,2.0,2.0,2,14.0,Not Available,New Property,1295.0,0.0,0.0,0.0,0.0,0.0,High Floor,0.93
flat,kondapur,2.0,2.0,1,0.0,East,New Property,1290.0,0.0,0.0,0.0,79.0,0.0,Low Floor,1.55
flat,mansoorabad,2.0,2.0,1,4.0,North,New Property,1130.0,0.0,0.0,0.0,31.0,3.0,Mid Floor,0.65
flat,alkapoor township,2.0,2.0,1,4.0,West,Under Construction,1291.0,0.0,0.0,0.0,73.0,0.0,Mid Floor,0.79
flat,tellapur,2.0,2.0,2,3.0,East,Relatively New,1281.0,0.0,0.0,0.0,172.0,23.0,Mid Floor,0.95
flat,mokila,3.0,3.0,1,5.0,East,New Property,1850.0,0.0,0.0,0.0,147.0,36.0,Mid Floor,1.1
flat,tellapur,2.0,2.0,1,7.0,West,Relatively New,1236.0,0.0,0.0,0.0,101.0,7.0,Mid Floor,0.96
flat,brahmanwadi,2.0,2.0,2,1.0,West,Old Property,1071.0,1.0,0.0,1.0,54.0,13.0,Low Floor,0.8
flat,nanakramguda,3.0,4.0,2,5.0,East,Relatively New,2000.0,1.0,1.0,1.0,52.0,29.0,Mid Floor,2.5
flat,ring road,2.0,2.0,1,3.0,Not Available,Old Property,1000.0,0.0,0.0,0.0,70.0,0.0,Mid Floor,0.33
flat,mallampet,2.0,2.0,1,5.0,Not Available,New Property,1170.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,0.47
flat,kompally,3.0,3.0,2,5.0,East,Relatively New,1500.0,0.0,0.0,1.0,86.0,40.0,Mid Floor,0.69
flat,narsingi,3.0,3.0,2,16.0,Not Available,Under Construction,2020.0,0.0,0.0,0.0,73.0,0.0,High Floor,2.19
flat,moti nagar,3.0,2.0,2,5.0,West,Under Construction,1095.0,0.0,0.0,0.0,28.0,0.0,Mid Floor,1.5
flat,aminpur,2.0,2.0,3,0.0,Not Available,Relatively New,1070.0,0.0,0.0,1.0,30.0,12.0,Low Floor,0.49
flat,mahadevpur colony,2.0,2.0,1,5.0,Not Available,Moderately Old,1000.0,0.0,0.0,0.0,23.0,5.0,Mid Floor,0.46
flat,kollur,3.0,3.0,1,3.0,Not Available,Under Construction,1595.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,0.9
flat,nizampet,2.0,2.0,1,1.0,North,Moderately Old,1070.0,0.0,0.0,1.0,16.0,23.0,Low Floor,0.53
flat,gachibowli,3.0,4.0,3,3.0,West,Moderately Old,1890.0,0.0,0.0,1.0,42.0,3.0,Mid Floor,1.55
flat,defence colony,3.0,2.0,1,3.0,North,Old Property,1220.0,0.0,0.0,0.0,0.0,3.0,Mid Floor,0.6
flat,kompally,3.0,3.0,2,3.0,Not Available,New Property,2470.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,1.38
flat,mallampet,2.0,2.0,2,6.0,East,New Property,1170.0,0.0,0.0,1.0,0.0,3.0,Mid Floor,0.42
flat,kapra,3.0,2.0,2,4.0,West,Moderately Old,1143.0,0.0,0.0,0.0,0.0,13.0,Mid Floor,0.6
flat,kondapur,3.0,3.0,2,7.0,North,New Property,2400.0,0.0,0.0,1.0,139.0,0.0,Mid Floor,2.5
flat,mallampet,2.0,2.0,2,1.0,West,New Property,1200.0,0.0,0.0,1.0,8.0,0.0,Low Floor,0.45
flat,gajulramaram,3.0,2.0,1,0.0,East,New Property,940.0,1.0,0.0,1.0,52.0,5.0,Low Floor,0.79
flat,nizampet,2.0,2.0,2,3.0,Not Available,Old Property,1135.0,0.0,0.0,0.0,7.0,0.0,Mid Floor,0.46
flat,banjara hills,3.0,2.0,1,2.0,West,New Property,1630.0,0.0,0.0,0.0,30.0,0.0,Low Floor,1.68
flat,medipally,2.0,2.0,1,2.0,East,New Property,908.0,1.0,0.0,1.0,44.0,0.0,Low Floor,0.48
flat,east anand bagh,3.0,2.0,0,0.0,East,Old Property,1360.0,0.0,0.0,1.0,23.0,23.0,Low Floor,0.5
flat,hi tech city,2.0,2.0,1,4.0,West,Relatively New,1250.0,0.0,0.0,0.0,108.0,15.0,Mid Floor,1.26
flat,miyapur,3.0,2.0,1,11.0,West,New Property,1039.0,0.0,0.0,0.0,52.0,0.0,High Floor,0.91
flat,jodimetla,2.0,2.0,1,2.0,Not Available,New Property,1100.0,0.0,0.0,1.0,0.0,0.0,Low Floor,0.48
flat,suchitra,3.0,3.0,1,3.0,East,New Property,1565.0,0.0,0.0,0.0,43.0,0.0,Mid Floor,0.82
flat,gachibowli,2.0,2.0,1,1.0,East,New Property,1283.0,0.0,0.0,0.0,145.0,42.0,Low Floor,1.5
flat,kondapur,3.0,3.0,2,7.0,East,New Property,1800.0,0.0,0.0,1.0,118.0,0.0,Mid Floor,2.4
flat,miyapur,2.0,2.0,2,5.0,West,Moderately Old,1075.0,0.0,0.0,0.0,96.0,24.0,Mid Floor,0.57
flat,nizampet,2.0,2.0,2,3.0,Not Available,Moderately Old,1050.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,0.52
flat,huda layout,3.0,3.0,2,4.0,Not Available,Moderately Old,1350.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,0.85
flat,pocharam,3.0,3.0,1,5.0,West,Relatively New,1072.0,0.0,0.0,0.0,124.0,0.0,Mid Floor,0.5
flat,manikonda,3.0,2.0,2,5.0,East,Moderately Old,1425.0,0.0,0.0,0.0,116.0,37.0,Mid Floor,0.95
flat,chandanagar,2.0,2.0,1,3.0,West,Old Property,1000.0,0.0,0.0,0.0,43.0,0.0,Mid Floor,0.55
flat,hi tech city,3.0,3.0,2,8.0,West,New Property,1730.0,0.0,0.0,0.0,58.0,0.0,Mid Floor,1.8
flat,kukatpally,2.0,2.0,2,5.0,East,Under Construction,1035.0,0.0,0.0,0.0,6.0,0.0,Mid Floor,0.62
flat,chintal,2.0,2.0,1,4.0,East,New Property,940.0,0.0,0.0,0.0,22.0,0.0,Mid Floor,0.45
flat,tolichowki,3.0,2.0,2,1.0,Not Available,Under Construction,1150.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.5
flat,prakash nagar,2.0,2.0,3,2.0,Not Available,Moderately Old,1000.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.45
flat,peerzadiguda,2.0,2.0,1,1.0,Not Available,Old Property,850.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.28
flat,tarnaka,3.0,2.0,1,2.0,Not Available,Old Property,1262.0,0.0,0.0,0.0,38.0,4.0,Low Floor,0.82
flat,kompally,3.0,3.0,1,0.0,Not Available,New Property,2300.0,0.0,0.0,0.0,0.0,1.0,Low Floor,2.0
flat,miyapur,2.0,2.0,2,38.0,East,Under Construction,1255.0,0.0,0.0,1.0,124.0,0.0,High Floor,1.1
flat,moti nagar,3.0,3.0,1,4.0,East,Moderately Old,1250.0,0.0,0.0,1.0,35.0,19.0,Mid Floor,0.85
flat,nagole,1.0,1.0,2,2.0,East,Relatively New,545.0,0.0,0.0,0.0,31.0,2.0,Low Floor,0.22
flat,muppas panchavati colony,3.0,3.0,3,2.0,North,Old Property,1370.0,0.0,0.0,0.0,31.0,24.0,Low Floor,0.7
flat,miyapur,2.0,2.0,2,3.0,East,Relatively New,1000.0,0.0,0.0,0.0,40.0,0.0,Mid Floor,0.57
flat,alwal,2.0,2.0,2,3.0,East,New Property,1100.0,0.0,0.0,0.0,30.0,0.0,Mid Floor,0.56
flat,anand bagh,2.0,2.0,1,1.0,West,Old Property,825.0,0.0,0.0,0.0,15.0,13.0,Low Floor,0.33
flat,kollur,3.0,2.0,3,4.0,Not Available,Relatively New,1630.0,0.0,0.0,0.0,7.0,0.0,Mid Floor,0.82
flat,srinagar colony,2.0,2.0,1,2.0,East,Old Property,850.0,0.0,0.0,1.0,0.0,0.0,Low Floor,0.55
flat,madinaguda,3.0,3.0,1,3.0,Not Available,Old Property,1685.0,0.0,0.0,1.0,63.0,0.0,Mid Floor,1.65
flat,kapra,2.0,2.0,1,2.0,East,New Property,1150.0,0.0,0.0,0.0,88.0,0.0,Low Floor,0.62
flat,hi tech city,3.0,5.0,2,12.0,West,New Property,2220.0,0.0,0.0,1.0,109.0,0.0,High Floor,2.22
flat,kokapet,3.0,3.0,3,4.0,East,Relatively New,2466.0,0.0,0.0,0.0,107.0,6.0,Mid Floor,1.92
flat,rajendra nagar,1.0,1.0,0,7.0,Not Available,Under Construction,280.0,0.0,0.0,0.0,108.0,0.0,Mid Floor,0.32
flat,kondapur,3.0,2.0,2,4.0,East,Old Property,1590.0,0.0,0.0,0.0,60.0,0.0,Mid Floor,0.99
flat,financial district,6.0,4.0,2,10.0,Not Available,Relatively New,2396.0,0.0,0.0,0.0,0.0,22.0,Mid Floor,2.7
flat,sainikpuri,2.0,1.0,1,3.0,West,New Property,580.0,0.0,0.0,0.0,16.0,0.0,Mid Floor,0.35
flat,banjara hills,3.0,3.0,3,3.0,South,Relatively New,1800.0,0.0,0.0,0.0,15.0,19.0,Mid Floor,1.9
flat,mallampet,2.0,2.0,2,3.0,South-East,Under Construction,1198.0,0.0,0.0,0.0,117.0,0.0,Mid Floor,0.55
flat,janachaitanya colony,2.0,2.0,1,1.0,East,New Property,900.0,0.0,0.0,0.0,36.0,0.0,Low Floor,0.4
flat,madinaguda,3.0,3.0,1,8.0,Not Available,Old Property,1640.0,0.0,0.0,0.0,85.0,4.0,Mid Floor,0.8
flat,bhoiguda,3.0,3.0,2,4.0,East,Relatively New,1359.0,0.0,0.0,0.0,95.0,35.0,Mid Floor,1.09
flat,narsingi,2.0,2.0,1,7.0,East,New Property,1160.0,0.0,0.0,0.0,27.0,0.0,Mid Floor,1.05
flat,gachibowli,3.0,3.0,1,18.0,East,Relatively New,1999.0,0.0,0.0,0.0,0.0,0.0,High Floor,2.0
flat,nanakramguda,3.0,3.0,2,15.0,North,Relatively New,1600.0,0.0,0.0,0.0,164.0,15.0,High Floor,1.85
flat,nizampet,2.0,2.0,1,2.0,Not Available,Moderately Old,1150.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.6
flat,shaikpet,3.0,2.0,1,4.0,West,New Property,1340.0,0.0,0.0,1.0,14.0,0.0,Mid Floor,1.25
flat,kondapur,3.0,3.0,2,5.0,West,Relatively New,1595.0,0.0,0.0,1.0,80.0,52.0,Mid Floor,1.45
flat,gachibowli,4.0,3.0,0,17.0,Not Available,New Property,2300.0,0.0,0.0,0.0,0.0,0.0,High Floor,2.1
flat,jai jawahar nagar,2.0,2.0,2,4.0,Not Available,Moderately Old,1098.0,0.0,0.0,0.0,0.0,12.0,Mid Floor,0.48
flat,tolichowki,3.0,2.0,2,2.0,Not Available,Relatively New,1450.0,0.0,0.0,0.0,32.0,49.0,Low Floor,0.9
flat,central excise colony,3.0,3.0,1,2.0,South-West,New Property,1200.0,0.0,0.0,0.0,56.0,1.0,Low Floor,0.76
flat,central excise colony,2.0,2.0,1,2.0,North,Moderately Old,1118.0,0.0,0.0,1.0,34.0,26.0,Low Floor,1.1
flat,hafeezpet,2.0,2.0,1,6.0,West,Moderately Old,1250.0,0.0,0.0,0.0,159.0,16.0,Mid Floor,0.95
flat,banjara hills,2.0,2.0,2,1.0,West,Old Property,900.0,0.0,0.0,0.0,13.0,4.0,Low Floor,0.55
flat,manikonda,2.0,2.0,1,3.0,East,Moderately Old,1225.0,0.0,0.0,1.0,15.0,12.0,Mid Floor,0.83
flat,vaishali nagar,2.0,2.0,1,3.0,North-West,Old Property,1160.0,0.0,0.0,0.0,0.0,8.0,Mid Floor,0.75
flat,trimulgherry,2.0,2.0,1,2.0,North-East,Relatively New,1280.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.59
flat,kollur,2.0,2.0,1,1.0,East,Under Construction,1040.0,0.0,0.0,1.0,58.0,2.0,Low Floor,0.68
flat,medipally,2.0,2.0,2,4.0,Not Available,Relatively New,1024.0,0.0,0.0,0.0,0.0,16.0,Mid Floor,0.56
flat,golconda fort area,2.0,2.0,0,3.0,Not Available,Relatively New,850.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,0.28
flat,kondapur,3.0,3.0,3,18.0,Not Available,Under Construction,1909.0,0.0,0.0,0.0,0.0,0.0,High Floor,1.6
flat,nallagandla,2.0,2.0,1,22.0,West,New Property,1345.0,0.0,0.0,1.0,58.0,0.0,High Floor,1.34
flat,serlingampally,2.0,2.0,1,4.0,Not Available,Under Construction,1150.0,0.0,0.0,0.0,52.0,0.0,Mid Floor,0.78
flat,ramanthapur,3.0,3.0,2,4.0,East,New Property,1430.0,0.0,0.0,0.0,55.0,23.0,Mid Floor,1.2
flat,kompally,3.0,3.0,2,4.0,West,Relatively New,1685.0,0.0,0.0,0.0,146.0,0.0,Mid Floor,1.25
flat,sainikpuri,2.0,2.0,1,3.0,Not Available,Relatively New,950.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,0.48
flat,aminpur,2.0,2.0,1,4.0,Not Available,Relatively New,1042.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,0.42
flat,balaji nagar,3.0,3.0,2,6.0,East,Moderately Old,1665.0,0.0,0.0,0.0,78.0,4.0,Mid Floor,0.92
flat,nizampet,2.0,2.0,1,3.0,North,Moderately Old,963.0,0.0,0.0,0.0,8.0,5.0,Mid Floor,0.56
flat,serlingampally,2.0,2.0,2,5.0,East,Relatively New,1334.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,1.1
flat,chandanagar,3.0,3.0,1,4.0,West,New Property,1525.0,0.0,0.0,0.0,133.0,0.0,Mid Floor,0.9
flat,kondapur,3.0,3.0,2,2.0,Not Available,Moderately Old,1475.0,0.0,0.0,0.0,38.0,15.0,Low Floor,1.1
flat,kompally,3.0,3.0,1,8.0,West,New Property,1750.0,0.0,0.0,0.0,161.0,29.0,Mid Floor,1.7
flat,aminpur,2.0,2.0,2,1.0,West,Relatively New,1125.0,0.0,0.0,0.0,31.0,14.0,Low Floor,0.64
flat,nallagandla,2.0,2.0,1,6.0,Not Available,Old Property,1260.0,0.0,0.0,1.0,116.0,14.0,Mid Floor,0.9
flat,dr as rao nagar,2.0,2.0,2,1.0,West,Old Property,925.0,0.0,0.0,0.0,36.0,3.0,Low Floor,0.4
flat,upparpally,2.0,1.0,1,1.0,North,Old Property,590.0,0.0,0.0,0.0,21.0,0.0,Low Floor,0.18
flat,alwal,2.0,2.0,2,1.0,West,New Property,1200.0,0.0,0.0,0.0,48.0,0.0,Low Floor,0.6
flat,puppalaguda,3.0,3.0,2,3.0,East,Moderately Old,1490.0,0.0,0.0,1.0,107.0,0.0,Mid Floor,0.98
flat,kondapur,3.0,3.0,2,18.0,East,Under Construction,1909.0,1.0,0.0,1.0,96.0,0.0,High Floor,1.6
flat,balapur,3.0,2.0,2,2.0,North-West,New Property,100.0,1.0,0.0,0.0,7.0,0.0,Low Floor,0.35
flat,nizampet,2.0,2.0,2,4.0,West,Relatively New,1260.0,0.0,0.0,0.0,94.0,19.0,Mid Floor,0.87
flat,gachibowli,2.0,2.0,2,0.0,East,Relatively New,983.0,0.0,0.0,1.0,49.0,20.0,Low Floor,0.75
flat,lingampally,2.0,2.0,1,33.0,East,Under Construction,1300.0,0.0,0.0,1.0,52.0,1.0,High Floor,0.85
flat,miyapur,2.0,2.0,1,9.0,East,New Property,918.0,0.0,0.0,0.0,243.0,0.0,Mid Floor,0.72
flat,rajendra nagar,2.0,2.0,0,6.0,Not Available,Relatively New,980.0,0.0,0.0,0.0,135.0,0.0,Mid Floor,0.75
flat,sri nagar colony,2.0,2.0,1,6.0,East,Old Property,1100.0,0.0,0.0,0.0,45.0,0.0,Mid Floor,0.8
flat,moti nagar,2.0,2.0,1,13.0,East,New Property,1366.0,0.0,0.0,0.0,47.0,0.0,High Floor,1.3
flat,kompally,3.0,2.0,2,3.0,East,New Property,1520.0,0.0,0.0,0.0,39.0,0.0,Mid Floor,0.8
flat,kondapur,2.0,2.0,1,2.0,East,Moderately Old,1220.0,0.0,0.0,1.0,89.0,27.0,Low Floor,1.1
flat,manikonda,3.0,2.0,2,1.0,East,Old Property,1368.0,1.0,0.0,0.0,85.0,0.0,Low Floor,0.95
flat,kokapet,3.0,3.0,3,4.0,East,Relatively New,2466.0,0.0,0.0,0.0,185.0,47.0,Mid Floor,1.92
flat,mallapur,3.0,2.0,1,2.0,East,Old Property,1300.0,0.0,0.0,0.0,30.0,18.0,Low Floor,0.85
flat,kapra,3.0,2.0,1,2.0,East,Moderately Old,1116.0,0.0,0.0,0.0,63.0,0.0,Low Floor,0.52
flat,madhapur,3.0,2.0,2,6.0,Not Available,Under Construction,1242.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,0.7
flat,madhapur,3.0,2.0,2,6.0,North,New Property,1656.0,1.0,0.0,1.0,35.0,0.0,Mid Floor,0.7
flat,kompally,3.0,2.0,2,14.0,West,New Property,1400.0,1.0,0.0,0.0,121.0,0.0,High Floor,0.97
flat,muppas panchavati colony,3.0,3.0,2,4.0,North,Relatively New,1720.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,1.1
flat,moti nagar,2.0,2.0,1,7.0,East,Relatively New,1366.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,1.22
flat,meerpet,2.0,1.0,0,2.0,Not Available,Relatively New,545.0,0.0,0.0,0.0,0.0,3.0,Low Floor,0.15
flat,bachupally,3.0,2.0,4,11.0,West,Relatively New,1630.0,0.0,0.0,0.0,0.0,0.0,High Floor,0.92
flat,kompally,2.0,2.0,1,2.0,Not Available,Relatively New,1290.0,0.0,0.0,0.0,0.0,1.0,Low Floor,0.78
flat,kondapur,2.0,2.0,2,15.0,Not Available,Relatively New,1450.0,0.0,0.0,0.0,0.0,0.0,High Floor,1.35
flat,miyapur,3.0,3.0,0,2.0,Not Available,Relatively New,1527.0,0.0,0.0,0.0,0.0,1.0,Low Floor,1.4
flat,kompally,3.0,2.0,2,4.0,North-East,Relatively New,1525.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,0.7
flat,mallampet,2.0,2.0,0,2.0,West,Relatively New,1100.0,0.0,0.0,0.0,0.0,3.0,Low Floor,0.63
flat,adibatla,2.0,2.0,2,2.0,West,Relatively New,1255.0,0.0,0.0,0.0,0.0,1.0,Low Floor,0.63
flat,mallampet,2.0,2.0,2,3.0,Not Available,Relatively New,1198.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,0.55
flat,kondapur,3.0,3.0,0,12.0,Not Available,Relatively New,2410.0,0.0,0.0,0.0,0.0,3.0,High Floor,2.7
flat,kondapur,3.0,4.0,3,2.0,West,Relatively New,2785.0,0.0,0.0,0.0,0.0,0.0,Low Floor,3.15
flat,malkajgiri,2.0,2.0,1,5.0,East,Relatively New,1050.0,0.0,0.0,0.0,0.0,3.0,Mid Floor,4.2
flat,miyapur,2.0,2.0,2,7.0,East,Relatively New,1425.0,0.0,0.0,0.0,0.0,1.0,Mid Floor,1.05
flat,puppalaguda,3.0,2.0,1,28.0,East,Relatively New,1560.0,0.0,0.0,0.0,0.0,0.0,High Floor,1.7
flat,alkapuri,3.0,3.0,1,5.0,East,Relatively New,1585.0,0.0,0.0,0.0,0.0,1.0,Mid Floor,1.2
flat,kollur,2.0,3.0,3,5.0,Not Available,Relatively New,2000.0,0.0,0.0,0.0,0.0,1.0,Mid Floor,1.3
flat,puppalaguda,2.0,2.0,1,15.0,East,Relatively New,1315.0,0.0,0.0,0.0,0.0,3.0,High Floor,1.52
flat,kokapet,2.0,2.0,1,1.0,East,Relatively New,1340.0,0.0,0.0,0.0,0.0,1.0,Low Floor,2.0
flat,miyapur,2.0,2.0,2,18.0,East,Relatively New,1425.0,0.0,0.0,0.0,0.0,1.0,High Floor,1.0
flat,bachupally,2.0,2.0,2,3.0,East,Relatively New,1250.0,0.0,0.0,0.0,0.0,1.0,Mid Floor,0.72
flat,bachupally,3.0,2.0,1,5.0,North,Relatively New,1374.0,0.0,0.0,0.0,0.0,1.0,Mid Floor,1.08
flat,narsingi,3.0,3.0,2,6.0,East,Relatively New,1975.0,0.0,0.0,0.0,0.0,3.0,Mid Floor,1.9
flat,alkapuri,2.0,2.0,1,3.0,East,Relatively New,1355.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,0.99
flat,nizampet,2.0,2.0,2,1.0,Not Available,Under Construction,1080.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.72
flat,ameenpur village,2.0,2.0,0,2.0,Not Available,New Property,1100.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.49
flat,kollur,3.0,3.0,1,2.0,Not Available,New Property,1595.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.85
flat,gachibowli,2.0,2.0,1,10.0,West,Relatively New,1350.0,0.0,0.0,0.0,188.0,9.0,Mid Floor,1.22
flat,kukatpally,3.0,3.0,2,4.0,East,Old Property,1525.0,0.0,0.0,1.0,53.0,0.0,Mid Floor,1.08
flat,tarnaka,3.0,3.0,1,5.0,North-West,Relatively New,1725.0,0.0,0.0,1.0,45.0,13.0,Mid Floor,1.3
flat,alkapuri,2.0,2.0,2,3.0,East,Moderately Old,1235.0,0.0,0.0,1.0,123.0,26.0,Mid Floor,0.85
flat,miyapur,2.0,2.0,1,4.0,North,New Property,918.0,0.0,0.0,0.0,151.0,0.0,Mid Floor,0.69
flat,gachibowli,3.0,3.0,2,18.0,West,Relatively New,1202.0,0.0,0.0,0.0,77.0,0.0,High Floor,1.4
flat,malkajgiri,2.0,2.0,2,4.0,East,Relatively New,900.0,0.0,0.0,0.0,15.0,13.0,Mid Floor,0.5
flat,kompally,2.0,2.0,2,6.0,West,Relatively New,1334.0,0.0,0.0,0.0,0.0,3.0,Mid Floor,0.9
flat,anjaneya nagar,3.0,4.0,3,7.0,West,Relatively New,2160.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,1.92
flat,kondapur,3.0,3.0,1,2.0,East,Relatively New,2125.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.95
flat,miyapur,2.0,2.0,2,4.0,West,Relatively New,1140.0,0.0,0.0,0.0,0.0,1.0,Mid Floor,0.85
flat,masjid banda,3.0,3.0,2,5.0,East,Relatively New,1765.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,1.6
flat,bandari layout,2.0,2.0,2,2.0,East,Relatively New,1150.0,0.0,0.0,0.0,0.0,3.0,Low Floor,0.55
flat,tellapur,3.0,3.0,0,4.0,Not Available,Relatively New,1891.0,0.0,0.0,0.0,0.0,1.0,Mid Floor,1.14
flat,bapu nagar,2.0,2.0,2,1.0,West,Relatively New,1150.0,0.0,0.0,0.0,0.0,1.0,Low Floor,0.68
flat,gachibowli,2.0,2.0,1,12.0,West,New Property,1315.0,0.0,0.0,1.0,154.0,0.0,High Floor,1.1
flat,shilpa nagar,2.0,2.0,1,1.0,Not Available,Relatively New,845.0,0.0,0.0,0.0,0.0,1.0,Low Floor,0.47
flat,bachupally,2.0,2.0,2,2.0,Not Available,Under Construction,1205.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.54
flat,pjr layout,3.0,2.0,2,3.0,East,New Property,1350.0,0.0,0.0,1.0,32.0,0.0,Mid Floor,0.81
flat,hafeezpet,3.0,2.0,2,7.0,North,Old Property,1525.0,0.0,0.0,0.0,176.0,19.0,Mid Floor,1.3
flat,old bowenpally,1.0,1.0,0,3.0,East,Old Property,625.0,0.0,0.0,0.0,36.0,0.0,Mid Floor,0.31
flat,banjara hills,3.0,3.0,2,2.0,Not Available,Old Property,1700.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.29
flat,narsingi,2.0,2.0,1,10.0,Not Available,New Property,1324.0,0.0,0.0,0.0,49.0,0.0,Mid Floor,1.08
flat,gurram guda,2.0,2.0,0,4.0,North,Relatively New,1050.0,0.0,0.0,0.0,0.0,3.0,Mid Floor,0.49
flat,miyapur,2.0,2.0,1,2.0,Not Available,Relatively New,1245.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.74
flat,dullapally,2.0,2.0,1,4.0,Not Available,Moderately Old,1330.0,0.0,0.0,0.0,0.0,2.0,Mid Floor,0.55
flat,medipally,2.0,2.0,2,0.0,North,Old Property,1100.0,0.0,0.0,1.0,21.0,12.0,Low Floor,0.4
flat,sainikpuri,3.0,4.0,2,4.0,West,Moderately Old,1998.0,0.0,0.0,1.0,21.0,19.0,Mid Floor,1.55
flat,nallagandla,2.0,2.0,1,5.0,West,Relatively New,1150.0,0.0,0.0,0.0,68.0,20.0,Mid Floor,0.83
flat,bachupally,3.0,3.0,3,1.0,Not Available,Relatively New,1475.0,0.0,0.0,0.0,0.0,27.0,Low Floor,0.8
